label,text,clean_text
not_spam,i was not expecting to be lucky today...first class got cancelled. i didn't miss anything. if you have free messages  reply. ,expecting lucky todayfirst class got cancelled didnt miss anything free messages reply
not_spam,I was joking  dont take it to heart. ,joking dont take heart
not_spam,I was joking  don't take it to heart. ,joking dont take heart
not_spam,Who r d three mst hard workin ppl in MTV ROADIES? Raghu Ranvijay n think?   Its the man who presses the beep button to censor abuses !!!  ,r three mst hard workin ppl mtv roadies raghu ranvijay n think man presses beep button censor abuses
not_spam,i was hurt when you said you're JUST a girlfriend. if you blurted it out in anger and didn't mean it  that's another matter. but if you did  then if you dislike my telling your mom  don't want me to talk to your batchmates and don't listen to me  what do you expect me to do? 'coz if it's something related to you  i can't ignore it. and as far as your telling me everything is concerned  it's extremely important because that is part of the foundation of our relationship. if you don't like my saying this  d ,hurt said youre girlfriend blurted anger didnt mean thats another matter dislike telling mom dont want talk batchmates dont listen expect coz something related cant ignore far telling everything concerned extremely important part foundation relationship dont like saying
not_spam,I was hoping we could skype-study again today. Bt ur nt evn home. N iv been wanting 2 tok 4 quite sum tym. :-/ I evn hd 2 tel u hw u wer right abt my angry look. :* ^_^ and i also wanted 2 kno exactly wot is sumit-stuti's situation. Also did u tell aman abt us. Wot r ur plans 4 tom. C v hv so mch 2 tok! ,hoping could skypestudy today bt ur nt evn home n iv wanting tok quite sum tym evn hd tel u hw u wer right abt angry look _ also wanted kno exactly wot sumitstutis situation also u tell aman abt us wot r ur plans tom c v hv mch tok
not_spam,Insaan Kabhi 4Cheezo Se Khush Nhi Ho sakta Mobile . . Auto Mobile . . TV . . & . . . BIWI Qki aksr inke achche Model padosi k pas hote h. ,insaan kabhi se khush nhi ho sakta mobile auto mobile tv biwi qki aksr inke achche model padosi k pas hote h
not_spam,i was hoping to wake up a little bit on time today. but couldn't because of all the calls i kept receiving all morning. anyways  tc. ,hoping wake little bit time today couldnt calls kept receiving morning anyways tc
not_spam,i wanted to tok abt my academic performance v/s urs. nw i dono y m day dreaming abt playing with u on next monday. n nw m wishing tht u get evrything done quickly n reach home evn quicker  so tht v cn tok. :) ,wanted tok abt academic performance vs urs nw dono day dreaming abt playing u next monday n nw wishing tht u get evrything done quickly n reach home evn quicker tht v cn tok
not_spam,I wanted to tell u but u wasnt online. So only cant able to msg u . Well u hav to give a big treat wen u ll come here. 4 ur project. Well chotu bada ban gaya. ,wanted tell u u wasnt online cant able msg u well u hav give big treat wen u come ur project well chotu bada ban gaya
not_spam,I wanted to tell u but u wasn't online. So only cant able to msg u . Well u hav to give a big treat wen u ll come here. 4 ur project. Well chotu bada ban gaya. ,wanted tell u u wasnt online cant able msg u well u hav give big treat wen u come ur project well chotu bada ban gaya
not_spam,i wanted to hv juice sumtym bck  bt der wasnt any at home. so i ws considering opening one of d big soft drink bottles. i also told d maid abt ur idea to get it exchanged. she ws also interested in it. den dad came home. i started telling him hw i ws toking to u tht dez big bottles wer gng unused n wot u sed i cud do. first of all he cut me short three tyms wen i tried to tell him wot u sed. n on d third tym he sed sumthing tht pisd me off so mch tht i stop toking to him tht instant  poured myself sum spri ,wanted hv juice sumtym bck bt der wasnt home ws considering opening one big soft drink bottles also told maid abt ur idea get exchanged ws also interested den dad came home started telling hw ws toking u tht dez big bottles wer gng unused n wot u sed cud first cut short three tyms wen tried tell wot u sed n third tym sed sumthing tht pisd mch tht stop toking tht instant poured sum spri
not_spam,i wantd to tok. :( gn. tc. :/ ,wantd tok gn tc
not_spam,i want you to call me and rectify things. ,want call rectify things
not_spam,I want u 2 take dadi n baba's review on me wen u go home. :) ,want u take dadi n babas review wen u go home
not_spam,i want to stop myself n think otherwise  but i cnt help it. ur having diner outside  n i fear the worst. plz plz control woteva u have to  in urself. plz. don't do anything wrong. plz don't ruin tonite. hoping  waiting n expecting to tok to the good u  tonite. n wud be at peace the sooner u call. ,want stop n think otherwise cnt help ur diner outside n fear worst plz plz control woteva u urself plz dont anything wrong plz dont ruin tonite hoping waiting n expecting tok good u tonite n wud peace sooner u call
not_spam,i want to know when will your US internship be confirmed or rejected? have you applied in ABB as a back up? ,want know us internship confirmed rejected applied abb back
not_spam,Insaan ka dil sabse zyada kab jalta hai? Jab aap BLACKBERRY ka original mobile lekar baithe ho aur koi aakar kahe.. China Hai Na..?? ,insaan ka dil sabse zyada kab jalta hai jab aap blackberry ka original mobile lekar baithe ho aur koi aakar kahe china hai na
not_spam,I want this cycle of sorrow to end. Gn. ,want cycle sorrow end gn
not_spam,I want a report like a basic article. Introduction one para  body of the issue for example global warming and then a small conclusion.  ,want report like basic article introduction one para body issue example global warming small conclusion
not_spam,i want 'us' time... miss being with you... ,want us time miss
not_spam,I wanna b tears so dat i can born in ur eyes live on ur cheeks n die on ur lips  ,wanna b tears dat born ur eyes live ur cheeks n die ur lips
not_spam,i wana w8 4 sumtym :* ,wana sumtym
not_spam,who r d 3 most hard working ppl in MTV ROADIES? Raghu Ranvijay and think? Its d man who presses d *BEEEP* button to censor abuses! ,r hard working ppl mtv roadies raghu ranvijay think man presses bep button censor abuses
not_spam,i wana tok to u. I Wana Tok To U! I WANA TOK TO U!!! n i hv a tiny problem also. vich u hv to help me out wid. plus i wana tok to u. n i wana b wid u. sit next to u. hug u. eat wid u. watch movies wid u. fall asleep wid u. u kno i thot il go mad by d end of dis msg. bt i didnt! :) wana b wid u n tok to u!! :P :) ,wana tok u wana tok u wana tok u n hv tiny problem also vich u hv help wid plus wana tok u n wana b wid u sit next u hug u eat wid u watch movies wid u fall asleep wid u u kno thot il go mad end dis msg bt didnt wana b wid u n tok u p
not_spam,I wana cry too..There are jus so many diversionz...!! ,wana cry toothere jus many diversionz
not_spam,I wan to download nfs most wanted konse site se karu  ,wan download nfs wanted konse site se karu
not_spam,I waitd for ur col . Nw im sleeping . As it is im upset . I fought wid ankur . He yelld at me for no reason :-( Gn . ,waitd ur col nw im sleeping im upset fought wid ankur yelld reason gn
not_spam,Innocent reply.Kid- Teacher can i go to the bathroom ?Teacher- (Correcting him) May i go to the bathroom ?Kid- (Sadly replies) But i asked first...:-) ,innocent replykid teacher go bathroom teacher correcting may go bathroom kid sadly replies asked first
not_spam,I vl b cntnung mah intrnshp nly so vl pair wid aastha...hv to tlk to pk abt it abhi... ,vl b cntnung mah intrnshp nly vl pair wid aasthahv tlk pk abt abhi
not_spam,I ve announcd in class.. tum bhi aaj hi kar dena. notice aata rahega. n this week kya karna hai  socha hai? see u ltr. ,announcd class tum bhi aaj hi kar dena notice aata rahega n week kya karna hai socha hai see u ltr
not_spam,i used to consider myself patient... but i think i am short on that when it comes to people :/ ,used consider patient think short comes people
not_spam,i try to be nice and this is what i get. you can forget about me helping you out for a really long time now. ,try nice get forget helping really long time
not_spam,I tried resisting a lot. Evr since u told me nt 2 msg iv been wanting 2 tok 2 u vry badly. Nth specific. Jus a strong craving. N i dono if ur angry or busy or why u told me nt 2 msg u. Nt tht dis msg of myn will help me a lot. Coz i dono if ul evn reply. Newyz. Tc. ,tried resisting lot evr since u told nt msg iv wanting tok u vry badly nth specific jus strong craving n dono ur angry busy u told nt msg u nt tht dis msg myn help lot coz dono ul evn reply newyz tc
not_spam,Who r BOYS?Jo marne k badNARAK me b kehte haiYAMRAJ KI BETI DEKH PATAKHA HAI YAAR&Who r GIRLSWho go 2 Heavn n sayAPASRA KI NAILPOLISH DEKHI :-x ,r boysjo marne k badnarak b kehte haiyamraj ki beti dekh patakha hai yaarwho r girlswho go heavn n sayapasra ki nailpolish dekhi x
not_spam,i totaly forgot abt my last nyt's dream in vich ur secretly living wid me n den my mom finds out ur here! ,totaly forgot abt last nyts dream vich ur secretly living wid n den mom finds ur
not_spam,I took u as my frnd  I locked U in my Heart. But now that  key has missed. So I m very hppy bcoz UR safe in my Heart till my Heartbeat stops.G'd ev'g! ,took u frnd locked u heart key missed hppy bcoz ur safe heart till heartbeat stopsgd evg
not_spam,I told ya it decrz ur efficiency..lol...Push sux! Big tym... ,told ya decrz ur efficiencylolpush sux big tym
not_spam,I told u 1 lie dat i didnt remembr d drm.I do remembr it bt its nt d 1 to tel.bcz it can't true i knw dat.so puchna mat ki kya tha.gn.luv u dr.i m sleping nw.tc ,told u lie dat didnt remembr drmi remembr bt nt telbcz cant true knw datso puchna mat ki kya thagnluv u dri sleping nwtc
not_spam,Why do we all marry?.....Because romance is not the only d element of life. We should also knw horror  terror  suspense  stupidity & tragedy of life. ,marrybecause romance element life also knw horror terror suspense stupidity tragedy life
not_spam,I told Mr.Smile to shower some smiles on You.. He laughed & said  have you ever seen a retailer supplying something to a wholeseller ! Gud Mrng  hav a gr8 day.. ,told mrsmile shower smiles laughed said ever seen retailer supplying something wholeseller gud mrng hav day
not_spam,I told him my prob he knows everythin bout me . And i cant do anythin 4 it . I never saw a geek like him tats wy i like his company de most . Even he knows de things better but cant do anythin . ,told prob knows everythin bout cant anythin never saw geek like tats wy like company de even knows de things better cant anythin
not_spam,I thought since we met a week be4 and i scold u so u became angry . Its k if u r not .  ,thought since met week scold u u became angry k u r
not_spam,I thought since we met a week be4 and i scold u so u became angry . Its k if u r not . ,thought since met week scold u u became angry k u r
not_spam,I thought i m in love  My nites going sleepless My days going useless So i asked GOD Is dis LUV? God replied No Dear Sylabus zyada h aur tujhe kuch nhi aAbhi na mujhe dafnao yaaro  Mere dosto ko zara der se aane ki aadat hai  aur Abhi na daalo mere chehre par kafan  Unhe ye chehra dekh kar muskurane ki aata hai. dat hai.:-):-):-(  ,thought love nites going sleepless days going useless asked god dis luv god replied dear sylabus zyada h aur tujhe kuch nhi aabhi na mujhe dafnao yaaro mere dosto ko zara der se aane ki aadat hai aur abhi na daalo mere chehre par kafan unhe ye chehra dekh kar muskurane ki aata hai dat hai
not_spam,Who r BOYS? jo mrne k bad NARK me B khte h.YAMRAJ KI BETI DEKH.PATAKA H YAR.. nWho r GIRLS? who gos 2 heavn n says APSRA KI NAILPOLISH DEKHI HW CHEAP. ,r boys jo mrne k bad nark b khte hyamraj ki beti dekhpataka h yar nwho r girls gos heavn n says apsra ki nailpolish dekhi hw cheap
not_spam,i thot u wudnt cum 2day! ,thot u wudnt cum
not_spam,I thot u wer busy so didnt wanna distrb u. Dis is d main reason behind most broken relations. So keep distrbing all thos whom u never wanna loose in life.. ,thot u wer busy didnt wanna distrb u dis main reason behind broken relations keep distrbing thos u never wanna loose life
not_spam,I thot d date tl nw would hve been a bit more precise..  ,thot date tl nw would hve bit precise
not_spam,i thot cuz u were late 2day! i thot u wudnt cum! nd du u watch a lot of fbi serials? u r talkin lyk a fbi agent! ,thot cuz u late thot u wudnt cum nd du u watch lot fbi serials u r talkin lyk fbi agent
not_spam,Innocent Kid: Mummy mujhe bhai chahiye. Mummy:Beta dad abroad mey hai  jaise wo ayenge  hum baat karenge unse. Kid: Aap unhe SURPRISE Q nahi dete..? ;-> ,innocent kid mummy mujhe bhai chahiye mummybeta dad abroad mey hai jaise wo ayenge hum baat karenge unse kid aap unhe surprise q nahi dete
not_spam,I thnk u sent d msg to wrng prsn...n i'm nt cmng tmrw so kal baithk pura kar lungi...evn 7 ques.... ,thnk u sent msg wrng prsnn im nt cmng tmrw kal baithk pura kar lungievn ques
not_spam,I thnk mere mei hoga..mine r on 9 10 12 ,thnk mere mei hogamine r
not_spam,i This is a Group message..... We are planning a group meeting tomorrow....so that we can combine things and have working model by monday.....So evryone is requested to be there in meeting tomorrow....I have mailed on google groups also regarding the same....This message is to ensure that everyone knows about the meeting......Please read the mail as thr is some more information!! @Lakshay please convey the message to your other group members as I am not having their phone numbers... ,group message planning group meeting tomorrowso combine things working model mondayso evryone requested meeting tomorrowi mailed google groups also regarding samethis message ensure everyone knows meetingplease read mail thr information lakshay please convey message group members phone numbers
not_spam,I think u r vry careless! U cum n leave things behind! See nw wat u ve left? U just came in my mind n left a smile on my face.  ,think u r vry careless u cum n leave things behind see nw wat u left u came mind n left smile face
not_spam,i think der is a way for permanent permanent hair removal...electrolysis...its kind of costly...n i rely dono if i shud b doing it or nt. i mean i dono if ders a way to undo it or get my hair bck. n thts kind of scary. apart from tht it seems to advise to get spl waxing done vich is performed by professionals. n maybe jus maybe wot i do is nt vry safe. anyways  i dont think i am ready for anything of this sort till d tym ur living wid me. ,think der way permanent permanent hair removalelectrolysisits kind costlyn rely dono shud b nt mean dono ders way undo get hair bck n thts kind scary apart tht seems advise get spl waxing done vich performed professionals n maybe jus maybe wot nt vry safe anyways dont think ready anything sort till tym ur living wid
not_spam,Yr wo msg mere aircel wale no pr karde plz  ,yr wo msg mere aircel wale pr karde plz
not_spam,Who Is The Most HARDWORKING Guy in MTV Roadies Except Raghu  Rajeev & Rannvijay..?? . . . . The One Who Operates The BEEP  BUTTON.;-)  ,hardworking guy mtv roadies except raghu rajeev rannvijay one operates beep button
not_spam,I think 5-10 more mints ,think mints
not_spam,i talked to aniket sir. he's ready to participate in the imagine cup with us. plus he's already participated earlier  so that should be a plus apart from his being a MSP. ,talked aniket sir hes ready participate imagine cup us plus hes already participated earlier plus apart msp
not_spam,I studied evrythngbut never topped.Today the toppers ofthe best universitiesare my employees.-Bill GatesATTITUDE with PASSION IS EVERYTHING !! ,studied evrythngbut never toppedtoday toppers ofthe best universitiesare employeesbill gatesattitude passion everything
not_spam,Innocent confession by Shiney Ahuja: Aasmaan me kaali ghata chhai hai  aaj fir gharwali se maar khai hai. Dil to karta hai ki sudhar jaaun  magar kaamwali aaj fir bheeg kar aayi hai.. ;) ,innocent confession shiney ahuja aasmaan kaali ghata chhai hai aaj fir gharwali se maar khai hai dil karta hai ki sudhar jaaun magar kaamwali aaj fir bheeg kar aayi hai
not_spam,I studied but never topped Today toppers of best Universities r my Employees. -Bill Gates . Bas.. . Yahi statement mujhe top karne se rok deti hai...! ;) ,studied never topped today toppers best universities r employees bill gates bas yahi statement mujhe top karne se rok deti hai
not_spam,i still wanna know your dream (obviously) whenever you get free. ,still wanna know dream obviously whenever get free
not_spam,i still have a Rs.40 air hockey receipt from dlf saket dated 13.07.10. Remember? ,still air hockey receipt dlf saket dated remember
not_spam,I Stepped oN Cowdung and suddenly I remembrd U..!! But Y?. . . Hmmm . . . BCoz  Life Is SHIT Without U!!! . :) :p ,stepped cowdung suddenly remembrd u hm bcoz life shit without u p
not_spam,I started callin him. But he is not carin   ,started callin carin
not_spam,I started callin him. But he is not carin ,started callin carin
not_spam,I spent 500 ,spent
not_spam,I smile at whom i like  i cry 4 whom i care i share wid whom i luv i laugh wid whom i enjoy. i msg only 2 those whom i nvr want 2 lose. ,smile like cry care share wid luv laugh wid enjoy msg nvr want lose
not_spam,I slit the sheet - the sheet I slit - and on the slitted sheet I sit.-160by2.com {Ad: Why spend money when U can sms for FREE-160by2.com. Register NOW!}  ,slit sheet sheet slit slitted sheet ad spend money u sms register
not_spam,I slit the sheet - the sheet I slit - and on the slitted sheet I sit.  ,slit sheet sheet slit slitted sheet sit
not_spam,Innocence at its best- A smal boy askd his preg mom  wats der in it? Mom - Thers a lovely baby in it- Child - If its so lovely  y did u eat it? gn ,innocence best smal boy askd preg mom wats der mom thers lovely baby child lovely u eat gn
not_spam,I slept hehe  ,slept hehe
not_spam,i sent u mail on dipesh.tech ,sent u mail dipeshtech
not_spam,I sent my cares 2 d wind n asked it 2 pass them 2 u.So when u feel d Wind Blowing against ur Face.. That's Me saying Take Care... ,sent cares wind n asked pass uso u feel wind blowing ur face thats saying take care
not_spam,I see u Aankhon say I feel u sanson say I remember u chahat say I belive u jaan say I care u dil say & .**.*** I MISs * *. U .*Kasam se' ,see u aankhon say feel u sanson say remember u chahat say belive u jaan say care u dil say miss u kasam se
not_spam,I Searched many gardens  to select a flower 2 give  U as gift   But   I did'nt find any flower beautiful than ur Smile..    .      .    Next joke tommorrow:-)  ,searched many gardens select flower give u gift didnt find flower beautiful ur smile next joke tommorrow
not_spam,I say Crazy Things When m Hyper but dont do them...I say Stupid Things Wen m Angry bt dont mean them...I say Hurtful Things Wen m Hurt bt dont mean to Q. Write an assy on SARDAR.ANS. Sardar ek vichitra prani hai Yeh punjab K talhati mei paya jata hai Guruparv K din yeh bhaari sankhya me dekhne ko milt38%doc in USA r INDIANS12%scntist in US r INDIANS36%NASA scintists r INDIANS34%Micrsoft emplyes r INDIANS            17%INTEL emplyes r INDIANShurt uI say Silly Things without thinking but laugh at myself later...To all my Friends who Ignore my crazy talk  Laugh at my Silliness...Forgive me hain Langar hi inka paustik aahar hai Yeh chutkule banane K kaam aate hain Janam lene K 16 saal tak nar-mada me koi antar nahi paya jata hai 16 saal K                   28%IBM emplyes r INDIANS            INDIANS r Gr8...Bt INDIA is NT..!If al dese brainful fools hd wrkd 4 India v wud hav raced USe if i had ever hurt you...ThankZzZ for Accepting Me as I am....  baad mada apsara aur nar ek bhayankar rup dharan kar lete hain 12 baje K karib inke nikat nahi jana chahiyeYe hanikarak sidh ho sakte h... So tak care ,say crazy things hyper dont themi say stupid things wen angry bt dont mean themi say hurtful things wen hurt bt dont mean q write assy sardarans sardar ek vichitra prani hai yeh punjab k talhati mei paya jata hai guruparv k din yeh bhaari sankhya dekhne ko usa r us r scintists r emplyes r indians emplyes r indianshurt ui say silly things without thinking laugh laterto friends ignore crazy talk laugh sillinessforgive hain langar hi inka paustik aahar hai yeh chutkule banane k kaam aate hain janam lene k saal tak narmada koi antar nahi paya jata hai saal k emplyes r indians indians r india ntif al dese brainful fools hd wrkd india v wud hav raced use ever hurt youthankz accepting baad mada apsara aur nar ek bhayankar rup dharan kar lete hain baje k karib inke nikat nahi jana chahiyeye hanikarak sidh ho sakte h tak care
not_spam,Who is the Most Hardworking Guy in MTV Roadies except Raghu  Rajeev & Rannvijay..?.....The One who operates the BEEP **** Button..;) ,hardworking guy mtv roadies except raghu rajeev rannvijaythe one operates beep button
not_spam,I saw u on d road 2day... U wer lookin so fine ur face so devine ur wak so perfct my heart startd 2 sing a lovly song who let d dogs out who who who...  ,saw u road u wer lookin fine ur face devine ur wak perfct heart startd sing lovly song let dogs
not_spam,i saw that sprite ad also. the one in which other girls don't wear matching clothes. wicket!!! kallis out! :) good wicket keeping BY DHONI. ;) ,saw sprite ad also one girls dont wear matching clothes wicket kallis good wicket keeping dhoni
not_spam,I saw paran0rmal activity on theatre and me ek scene me uchal pada:-D ,saw activity theatre ek scene uchal padad
not_spam,Innocence at its best- ,innocence best
not_spam,I saw de videos in de Pallabs lap itself. I need to know how u implemented de speech processin in de robo . ,saw de videos de pallabs lap need know u implemented de speech processin de robo
not_spam,I saw de videos in de Pallab's lap itself. I need to know how u implemented de speech processin in de robo . ,saw de videos de pallabs lap need know u implemented de speech processin de robo
not_spam,I said nah if i do then 6.. ,said nah
not_spam,i said love you  when you disconnected. ,said love disconnected
not_spam,I said  I'm d sweetest in d world. God laughed & said wait  u have not met d person reading dis sms... ... Moral- Even God lies. ,said im sweetest world god laughed said wait u met person reading dis sms moral even god lies
not_spam,Who is teaching? ,teaching
not_spam,I requested to God-Let my friend be happy & healthy forever..God said-for 4 days only..I said ok-Springday Summerday Autumnday n Winterday..He said no-only 3 days..I said ok-Yesterday Today n Tomorrow..He said no-only 2 days..I said ok-Good day & Bad day..He said no-only 1 day..I said-Everyday..God laughed & said-ok  u win..ur frnd wil Be happy n healthy forever my dear.....GooD NighT. Tk care....swt drmz.... ,requested godlet friend happy healthy forevergod saidfor days onlyi said okspringday summerday autumnday n winterdayhe said noonly daysi said okyesterday today n tomorrowhe said noonly daysi said okgood day bad dayhe said noonly dayi saideverydaygod laughed saidok u winur frnd wil happy n healthy forever deargood night tk careswt drmz
not_spam,i remembered the gmail password. ,remembered gmail password
not_spam,i rely rely hope ur able to go shopping wid me today or tom. tc. ,rely rely hope ur able go shopping wid today tom tc
not_spam,I realised that somethings in life hurt more than words can ever express.. When the people you hold so high suddenly make you feel so small.. When the best of your friends laugh at you when you had expected them to support you.. When the most special person in your life makes you feel so unwanted.. When the people you cant live without tell you they dont need you anymore.. When the people who have always been a part of your prayers dont even want to hear your name.. When people who had once listened to everything you say suddenly declare that they dont understand you anymore.. It is rightly said 'only the wearer knows where the shoe bites'. ,realised somethings life hurt words ever express people hold high suddenly make feel small best friends laugh expected support special person life makes feel unwanted people cant live without tell dont need anymore people always part prayers dont even want hear name people listened everything say suddenly declare dont understand anymore rightly said wearer knows shoe bites
not_spam,Is dere ny bag of urs in hstl rum which is spare?  ,dere ny bag urs hstl rum spare
not_spam,Inner peace;-)  ,inner peace
not_spam,I put my heart and my soul into my work  and have lost my mind in the process. ,put heart soul work lost mind process
not_spam,I propose u 4 a lyftym frndsip.Wid full dedication.No complaints  no Demandss..Wt say..?Hapy frndsip day in adv..do reply if u accept my frndsip.?Gn ,propose u lyftym frndsipwid full dedicationno complaints demandsswt sayhapy frndsip day advdo reply u accept frndsipgn
not_spam,I promise to tease u wen u r happy n tease u even more wen u r sad.. :-) i promise to take money from u n never return it back;-) & i promise to kill u if u dont wanna b frnds wid me anymore :-@ i promise to b ur frnd for da rest of my lyf!! And do al silly thngs to irritate u.. Just 2 see u smile.. ,promise tease u wen u r happy n tease u even wen u r sad promise take money u n never return back promise kill u u dont wanna b frnds wid anymore promise b ur frnd da rest lyf al silly thngs irritate u see u smile
not_spam,I promise to be by your side always..whenever u need me..in your happy times and your sad times..coz u r someone i never wanna lose..i love you..n i ll be your friend forever..i promise..Happy promise day.. ,promise side alwayswhenever u need mein happy times sad timescoz u r someone never wanna losei love youn friend foreveri promisehappy promise day
not_spam,I promise to be by your side always..whenever u need me..in your happy times and your sad times..coz u r someone i never wanna lose..i love you..n i ll be your friend forever..i promise.. Happy promise day.. ,promise side alwayswhenever u need mein happy times sad timescoz u r someone never wanna losei love youn friend foreveri promise happy promise day
not_spam,I promise ki humesha ki tarah ab bhi tumahara dimaag khana kayam rakhungy .....hehehahahahaha happy promise day gud morning ,promise ki humesha ki tarah ab bhi tumahara dimaag khana kayam rakhungy hehehahahahaha happy promise day gud morning
not_spam,Who is moe cnfsd?Sardarji o Gorkhali?Sardarji ws comn to Darjln at bend he saw a baner readn:WELCOME TO GORKHALANDAt d vry nxt bend he saw a bgr baner readn:WE WANT GORKHALAND ,moe cnfsdsardarji gorkhalisardarji ws comn darjln bend saw baner readnwelcome gorkhalandat vry nxt bend saw bgr baner readnwe want gorkhaland
not_spam,I PROMISE 2 MAKE U HAPPY WEN U R SAD  I PROMISE 2 MAKE U LAUGH WEN U CRY  I PROMISE 2 B WID U WEN U R ALONE  I PROMISE 2 SUPPORT U WENEVER U NEED ME  I PROMISE DAT U WL ALWAYS HAV A SPCL PLACE IN MY HEART:-)HAPPY PROMISE DAY:-) ,promise make u happy wen u r sad promise make u laugh wen u cry promise b wid u wen u r alone promise support u wenever u need promise dat u wl always hav spcl place hearthappy promise day
not_spam,I pray to god to give u Shanti  Shakti  Sampati  Swarup  Saiyam  Sanskar  Swaasth  Sanmaan  Saraswati  Aur sneh. Shubh Diwali ,pray god give u shanti shakti sampati swarup saiyam sanskar swaasth sanmaan saraswati aur sneh shubh diwali
not_spam,I performd with strings.... today in nsit moksha.... yipeeee !!!....:-):-):-):-):-):-):-):-)......the lukiest  gurl out f the lack crowd...:-):-):-) ,performd strings today nsit moksha yipe lukiest gurl f lack crowd
not_spam,Inkar ko ikrar kehte hai khamoshi ko izhar kehte hai kya dastur hai is duniya ka ek khubsurat sa dhokha hai  jise log PYAR kehte hai... ,inkar ko ikrar kehte hai khamoshi ko izhar kehte hai kya dastur hai duniya ka ek khubsurat sa dhokha hai jise log pyar kehte hai
not_spam,I no:-P  ,nop
not_spam,I never found out why u walked awayand never said goodbyebut now that i see youi'm torn inside but i still guard my pride... ,never found u walked awayand never said goodbyebut see youim torn inside still guard pride
not_spam,I never forget my friends . And u and me hav de same passion so defi it cant be possible 4 me to forget u . At least sm day call me not to scold jus 4 a chat .  ,never forget friends u hav de passion defi cant possible forget u least sm day call scold jus chat
not_spam,I never forget my friends . And u and me hav de same passion so defi it cant be possible 4 me to forget u . At least sm day call me not to scold jus 4 a chat . ,never forget friends u hav de passion defi cant possible forget u least sm day call scold jus chat
not_spam,I never expect other to remember me..!  But i always drop my messag into their inbox to say i love to remember them... :-) ..nd dat my msgs r FREE ;-):-D ,never expect remember always drop messag inbox say love remember nd dat msgs r free
not_spam,I needed those sensors today. Could u plz ask sandeep bhaiyan. I dont hav his number. Sorry to disturb u. ,needed sensors today could u plz ask sandeep bhaiyan dont hav number sorry disturb u
not_spam,I need your last year's dbms b tree assignment... ,need last years dbms b tree assignment
not_spam,Who is gssh? N y hav u reinforced dis person 4m my a/c? ,gssh n hav u reinforced dis person ac
not_spam,i need ur help .. i want fp database of urs .. dr.mayank is asking ...  ,need ur help want fp database urs drmayank asking
not_spam,i need u to tell me wot hapnd in colg  whether i shud order my cake or u will manage  wot n all wil v hv to drink n hw will u get all of it including champagne. n if ur coming wid me in d morning or nt? AND ALL OF THIS IS URGENT AND IMPORTANT  SO CALL ME ASAP!!! ,need u tell wot hapnd colg whether shud order cake u manage wot n wil v hv drink n hw u get including champagne n ur coming wid morning nt urgent important call asap
not_spam,Inhand kitna? ,inhand kitna
not_spam,I need U  ,need u
not_spam,I need 2 tok 2 u. Its a lil bit important. Call me wen ur free. N best of luck 4 ur test n assignments. ,need tok u lil bit important call wen ur free n best luck ur test n assignments
not_spam,I nd to talk to u.plz wake up. ,nd talk uplz wake
not_spam,I msng u a lot.so gvng u msd cals. Bt abi yaad aya ki tu ghar par h...sry 4 dat.... ,msng u lotso gvng u msd cals bt abi yaad aya ki tu ghar par hsry dat
not_spam,I MISS U.. Lekin pta hai miss to school mei hoti hai. School mei to bache hote hai. Bache to chote hote hai. Choti to chiriya hoti hai. Chidiya to udti hai. Udta to kawwa bhi hai. Kawwa to kaala hota hai. Kaali to billi bi hoti hai. Billi to sher ki khala hai. Sher to jungle mei rehta hai. Jungle mei to haathi bhi rehta hai. Hathi to bahut bda hota hai. Bda to samandar bhi hai. Samandar to neela hota hai. Neela to asmaan bhi hota hai. Asmaan par to taare hote hai. Taare to chmakte bhi hai. Chmakta to heera bhi hai. Heera to mehnga hota hai. Mehnga to sona hota hai. Sona to raat ko hota hai. Raat ke baad toh subah hoti hai. Subah to naashta krte hai. Nashte mei to bread hota hai. bread 2 rang ka hota hai. 2 rang ka toh zebra bhi hota hai. Zebra to ghode jaisa hota hai. Ghoda toh tanga chlata hai. Taange par bache school jate hai. School me to miss hoti he. Miss se yaad aaya.. ''I MISS U''...;-P  ,miss u lekin pta hai miss school mei hoti hai school mei bache hote hai bache chote hote hai choti chiriya hoti hai chidiya udti hai udta kawwa bhi hai kawwa kaala hota hai kaali billi bi hoti hai billi sher ki khala hai sher jungle mei rehta hai jungle mei haathi bhi rehta hai hathi bahut bda hota hai bda samandar bhi hai samandar neela hota hai neela asmaan bhi hota hai asmaan par taare hote hai taare chmakte bhi hai chmakta heera bhi hai heera mehnga hota hai mehnga sona hota hai sona raat ko hota hai raat ke baad toh subah hoti hai subah naashta krte hai nashte mei bread hota hai bread rang ka hota hai rang ka toh zebra bhi hota hai zebra ghode jaisa hota hai ghoda toh tanga chlata hai taange par bache school jate hai school miss hoti miss se yaad aaya miss
not_spam,I MISS U-3 words but take 3 secs to read 3 mins to think 3 hrs to understand 3days to demonstrate 3 weeks to explain & whole life to prove ,miss words take secs read mins think hrs understand demonstrate weeks explain whole life prove
not_spam,i MIGHT have a chance in TCS for internship. dad just called. he's just landed at the airport and now directly going to jaipur. ,might chance tcs internship dad called hes landed airport directly going jaipur
not_spam,i meant meri side se bi wen u meet him . tune to kar hi diya hoga im sure . pagal :-P teri wall pe pagalpanti.kar rhi hu me ;-) ,meant meri side se bi wen u meet tune kar hi diya hoga im sure pagal p teri wall pe pagalpantikar rhi hu
